Temp,한국어,영어,영어 검수
376718,저는 계속 재고품을 점검할 거예요.,I'm going to keep inspecting the good in stock.,I'm going to keep inspecting the goods in stock.
376735,교수님은 현재 법과대학의 학장이에요.,He is the current dean of the School of Law.,He is the current dean of the School of Law.
376736,제 단점은 재빠르지 못한 것이에요.,My weak point is that i am not agile.,My weak point is that I'm not agile.
376761,요리하는 건 재미있고 즐거운 일입니다.,Cooking is funny and enjoyable.,Cooking is fun and enjoyable.
376818,내 생애 가장 젊은 날은 오늘입니다.,The day that I feel the most youthful is today.,Today is the day I'm the most youthful.
376824,제 아들은 장차 교수가 될 거예요.,My son is going to be a professor in the future.,My son will be a professor in the future.
376868,이것은 4장으로 구성된 논문이에요.,It is a dissertation composed of four pages.,It is a 4-paged dissertation.
376898,왜냐하면 사장님 마음이기 때문이에요.,Because it depends on the boss.,Because it depends on the boss.
376909,무덤 주변 잡초를 정리할 거예요.,I'll be pulling weeds around the graveyard.,I'll pluck out weeds around the grave.
376928,개가 밥을 잘 안 먹어서 걱정이에요.,I’m worried as my dog is not having enough food.,I’m worried as my dog is not having enough food.
376937,저는 기억을 잘 못 하기 때문이에요.,Because I do not remember well.,Because I'm not good at memorizing.
377103,그 수컷 사자는 집에 있을 것입니다.,I guess the male lion is at home.,I guess the male lion will be home.
377116,한국에서의 자동차는 부의 상징이에요.,A car is the symbol of rich in Korea.,A car is a symbol of the rich in Korea.
377125,이것은 여행자를 위한 번역 앱이에요.,This is a translation app for tourists.,This is a translation app for tourists.
377135,Sharon이 그 자리에 앉았기 때문이에요.,Because Sharon sat down on the position.,Because Sharon sat there.
377157,왜냐하면 상자 안에 있기 때문입니다.,Because it is inside the box.,Because it is inside the box.
377207,지금 제가 있는 곳이 당신 집이에요.,Right now I am at your house.,Where I'm now is your place.
377215,네 곁에 있으면 세상은 내 것이야.,The world is in my hands when I'm with you.,The world is in my hands when I'm with you.
377224,내가 신고 있는 신발은 슬리퍼예요.,The shoes that I am wearing is sleepers.,The shoes that I am wearing are sleepers.
377334,이것은 선생님으로서 당신의 역할이에요.,This is your duty as a teacher.,This is your duty as a teacher.
377348,밤에 책을 읽으면 졸리기 때문이에요.,I feel sleepy when I read a book at night.,Because I feel sleepy when I read a book at night.
377395,나는 평생 일본을 못 가볼 겁니다.,I can never go to Japan.,I will never be able to go to Japan.
377415,이것 역시 일어날 수 있는 일이에요.,It can also happen.,It can also happen.
377427,2월 6일부터 10일까지 한국의 명절이에요.,There is a Korean holiday from February 6th to 10th.,There is a Korean holiday from February 6th to 10th.
377433,당신에게 이메일 보내는 건 처음이에요.,It is the first time that I email to you.,It is the first time that I email to you.
377447,제 남편은 일본어가 유창한 편이에요.,My husband can speak Japanese pretty well.,My husband can speak Japanese fluently.
377510,그 싸움은 일어나지 않았을 것이에요.,That fight would not have happened.,That fight would not have happened.
377525,어디에서든 일어날 수 있는 일이에요.,It can happen anywhere.,It can happen anywhere.
377541,그것은 일주일 동안 먹을 음식이에요.,These are foods for a week.,These are foods for a week.
377549,오늘은 금요일이고 내일은 주말이에요.,Today is Friday and tomorrow is the weekend.,Today is Friday and tomorrow is the weekend.
377574,토요일과 일요일은 은행이 쉬는 날입니다.,The bank doesn't open on the weekends.,The bank doesn't open on the weekends.
377598,이번 주 금요일이 우리 1주년입니다.,This Friday is our first anniversary.,This Friday is our first anniversary.
377638,왜냐하면 내일은 추석이기 때문이에요.,Because tomorrow is Thanksgiving day.,Because tomorrow is Thanksgiving day.
377658,그의 대표적인 노래는 내 사랑이에요.,His representative song is 'My Love'.,His representative song is 'My Love'.
377660,그의 대표적인 영화는 타이타닉입니다.,His famous movie is the Titanic.,His most famous movie is Titanic.
377747,엔지니어의 관점을 보여줄 것이에요.,It will bring engineer point.,It will show an engineer's view.
377787,한식은 한국인이 장수하는 비결이에요.,Korean food is the secret to long life.,Korean food is the secret of Koreans' longevity.
377820,담당자가 확인하여 답을 줄 것입니다.,The person in charge will confirm and answer.,The person in charge will confirm and answer.
377844,이번 주에 토익 시험을 칠 예정이에요.,I will take the TOEIC test this week.,I will take a TOEIC test this week.
377847,내가 가는 이유는 초콜릿 때문이에요.,I went for the chocolate.,I'll be there for chocolates.
377871,나는 꿈을 이루기 위해 노력할 거예요.,I will try to fulfill their dreams.,I will try to make my dream come true/.
377884,당신은 틀림없이 내게로 왔을 거예요.,You will definitely come to me.,I'm sure you would have come to me.
377892,비와 상관없이 행사는 열릴 것입니다.,The festival will be held regardless of the rain.,The festival will be held regardless of the rain.
377898,우리 일은 이제 시작하는 단계예요.,Our task is a starting level,Our task is just beginning.
377905,나는 장애인이나 마찬가지일 거예요.,I am probably the same as a disabled.,I would be probably the same as the disabled.
377914,대부분이 아시아 쪽 사람입니다.,Everyone here is almost Asian.,They are mostly Asians.
377937,나는 보라카이에 가는 게 목적이에요.,My purpose is going to Boracay.,My purpose is to go to Boracay.
377942,이번 금요일이 우리의 1주년이에요.,This Friday is our first anniversary.,Our first anniversary is this Friday.
377962,저의 처남 이름으로 등록된 차입니다.,The car is registered under my brother-in-law's name.,The car is registered under my brother-in-law's name.
377965,내가 먹는 이유는 배가 고파서예요.,I eat because I am hungry.,I eat because I am hungry.
377967,화가 나는 이유는 다 나 때문이에요.,The reason why I am angry is because of myself.,The reason why I am angry is because of myself.
377978,오늘 나의 이야기의 주제는 집입니다.,"Today, my story's topic is a house.","Today, my story's topic is a house."
377982,기대 수익률이 가장 높기 때문이에요.,Because it has the highest expected rate of profit.,Because it has the highest expected rate of return.
378021,나는 활동적이고 잘 웃는 사람이에요.,I am very active and love to laugh.,I am very active and laugh easily.
378037,형이 그 웨이퍼를 사용했을 거예요.,My brother might have used the wafer.,My brother might have used the wafer.
378102,두 가지 사이즈로 제작할 계획이에요.,It will be produced in two sizes.,It will be produced in two sizes.
378120, 애증이 잘 나타난 영화입니다.,"Also, this movie described love and hatred very well.","Also, this movie described love and hatred very well."
378123, 난 이제 자야 할 시간이에요.,And it's time to go to bed for me.,And it's time to go to bed for me.
378124, 이것이 마지막이란 느낌이에요.,And this feels like it's the end.,And it feels like this is the last time.
378132, 로봇이 음식을 만들 거예요.,And the robot will make the food.,And the robot will make the food.
378158,기독교 신앙이 이 영화의 주제예요.,Christian faith is the subject of this movie.,Christian faith is the subject of this movie.
378163,그 그림들이 인상 깊었기 때문입니다.,Because the paintings were impressive.,Because the paintings were impressive.
378173,그러나 창문이 없는 것이 걱정이에요.,But I am worry that there is no window.,But I'm worried that there is no window.
378175,얼마나 번역이 잘 되는지 알아봅시다.,Let's see how it is translated well.,Let's see how well it's translated.
378179,누구나 자신이 제일 중요한 법입니다.,Everyone's first priority is about themselves,Everyone's priority is themselves.
378183,저 남자아이는 괴롭히는 사람이에요.,That boy is man who bother someone.,That boy is a person who bullies people.
378185,위 내용은 이미 협의가 된 것이에요.,This is already agreed.,This content is already in agreement.
378196,상의는 흰색이고 하의는 파란색이에요.,Top is white and bottoms is blue.,The top is white and the bottoms are blue.
378203,"남자는 경찰이나 공무원, 정치인이에요.","A man is a policeman, official or politician.","Men are usually police officers, officials, or politicians."
378213,골프는 비용이 많이 드는 운동이에요.,The golf is an exercise which has expensive costs.,The golf is an exercise which has expensive costs.
378214,그녀는 마음이 매우 착한 사람이에요.,She is a very kind person.,She is very kindhearted.
378217,미래는 당신이 만들어 가는 것입니다.,The future is made by you.,The future is made by you.
378218,그녀는 머리가 단발이고 검은색이에요.,She wears her hair bobbed and black.,Her hair is bobbed and black.
378221,여기는 오늘이 올해의 마지막 날입니다.,Today is the last day of the year here.,It's the last day of the year here.
378245,귀찮더라도 이것이 올바른 방법입니다.,It sounds bothersome but this is the right procedure.,I know it's boring but this is the right way to do it.
378260,인물들 소개와 그 가족의 소개예요.,It is an introduction of characters and family members.,It is an introduction of characters and family members.
378269,그 뜻은 많이 먹으라는 뜻이에요.,It means that you should eat a lot.,It means that you can enjoy your meal.
378273,면역력이 많이 떨어졌기 때문이에요.,It's because the immune system's weakened.,Because the immune system has weakened.
378295,하지만 당신이 있어서 말한 거예요.,But I said that because you were there.,But I said that because you were there.
378298,하지만 당신이라면 잘 참을 거예요.,But I know you will hold back well.,But I believe you can stand it.
378305,밥 먹는 것이 즐겁지 않을 것입니다.,It's not going to be funny to eat.,It's not going to be pleasant to eat.
378343,그 사람들이 바로 코디네이터예요.,They are the very coordinators.,They are the coordinators.
378345,위 사항은 이미 협의가 된 거예요.,The above are already negotiated.,The above has already been negotiated.
378363,그래서 별명이 붉은빛의 도시입니다.,So the nick name is the city of red light.,So the nickname is the city of red light.
378375,숙박시설이 깨끗한지 물어볼 거예요.,I will ask if the accmmodations are clean.,I will ask if the accommodation is clean.
378434,이 영화는 이산에 관한 이야기입니다.,This movie is about ESan.,This movie is about Lee San.
378472,한국은 지금 매우 추운 계절이에요.,It is a very cold season in Korea now.,It is a very cold season in Korea now.
378486,이 길은 전망이 가장 좋은 곳입니다.,This road has the best view.,This road has the best view.
378494,그것은 활동적이고 매우 고난도입니다.,This is very active and of high level.,This is very active and very challenging.
378499,그들은 미혼이며 성격이 다혈질이에요.,They are singles and short-tempered.,They are singles and short-tempered.
378525,그곳은 물건이 많고 싸기 때문입니다.,Because the store provides a lot of products at low price.,Because there are a lot of products at low prices.
378538,그것은 거북이처럼 게으르다는 것이에요.,It is that I am slow in doing things like a tortoise.,It means it's as slow as a tortoise.
378551,이것은 고객이 보낸 고객 명단이에요.,It's the customer list that a customer sent.,It's a customer list that our client sent.
378562,당신의 웃음이 나에게는 큰 힘이에요.,Your smile is a big power to me.,Your smile cheers me up a lot.
378609,한국의 정신이 담겨 있는 동물이에요.,It's an animal that has Korean spirit.,It's an animal that represents the Korean spirit.
378648,"대표적인 것이 상, 벌점 제도이에요.",A typical example is the rewards and penalty points system.,Representative examples are the rewards and penalty points system.
378713,따뜻하고 팥이 들어 있기 때문이에요.,Because it is warm and has red bean in it.,Because it is warm and has red beans inside.
378731,왜냐하면 꽃이 많이 있기 때문이에요.,It is because there are many flowers.,It is because there are many flowers.
378744,얼큰한 음식이 가장 그리울 거예요.,I will miss the spicy food the most.,I will miss the spicy food the most.
378792,20일 너의 회사에 방문할 거야.,I will visit your company on the 20th.,I will visit your company on the 20th.
378796,이제 학급의 점수를 매길 거예요.,Now I will score class's.,Now I will grade the classes.
378816,그의 나머지 시간은 자는 시간이에요.,His rest of the time is the time to sleep.,The rest of his time is sleeping.
378823,결국 Canterville에 남은 건 가정부뿐입니다.,"Finally, only the housekeeper left in Canterville.",Only the housekeeper left in Canterville in the end.
378934,이것은 나의 사촌이 그려준 거예요.,This is what my cousin drew for me.,This is what my cousin drew for me.
378940, 그것의 높이는 90cm이에요.,Its height is 90cm.,And its height is 90cm.
378970,그러나 세금의 부담이 커질 거예요.,"However, tax burden will increase.",But tax burdens will increase.
379012,신라는 한국의 고대 국가 이름이에요.,Silla is the name of Korean ancient country.,Silla is the name of Korean ancient country.
379019,여기는 최고의 낙엽길 중 하나예요.,This place is one of the most beautiful streets with fallen leaves.,This is one of the most beautiful streets with fallen leaves.
379021,친구는 인생의 동반자고 지지자예요.,A friend is a companion and supporter in our life.,A friend is a companion and supporter of life.
379031,맥주는 독일의 특산품 중 하나예요.,The beer is one of special products in Germany.,Beer is one of the special products in Germany.
379049,미래는 지금의 내가 만드는 거예요.,Future is what I make now.,The future is what I make.
379057,그곳에서는 영웅의 날이기 때문이에요.,It is because it is the day of heroes there .,Because it is the day of heroes there.
379108,너 또한 나의 매력에 빠질 거야.,You will be fascinated by my charming points.,You will fall in love with me like others.
379119,수메르 문명의 발상지는 이라크입니다.,The cradle of Sumerian civilization is Iraq.,Iraq is the cradle of Sumerian civilization.
379120,기다리면 당신의 이름을 부를 것입니다.,"Wait, and your name will be called.",You can wait and your name will be called.
379133,그러면 그곳의 모습이 보일 거예요.,Then you can see the scenery of there.,Then you'll see the figure of the place.
379149,여기서 당신의 학교까지 2km입니다.,Here is 2km away from your school.,It's 2km from here to your school.
379157,그래서 당신의 개를 미용할 것입니다.,So I'll do your dog's hair.,So I'll groom your dog.
379166,이 애는 우리 반 친구 Babara예요.,"She is  my classmate, Babara.","This is my classmate, Babara."
379172,내년에는 나의 인생이 빛날 것입니다.,"Next year, my life will be shining.",My life will shine brightly next year.
379177,인생에는 당신의 선택만 있을 뿐이에요.,There is only your choice in life,You have your own choice in your life.
379204,당신은 당신의 길을 벗어날 거예요.,You will be out of your path.,You will be out of your way.
379205,당신은 뮤즈의 매력에 빠질 것입니다.,You will fall in love with Muse's charm.,You will fall in love with Muse.
379228,한글은 우리의 자랑스러운 글자입니다.,Hangul is our proud letter.,Hangeul is our proud letters.
379239,이것은 한국의 궁을 찍은 사진이에요.,This is a picture of Korean palace.,This is a picture of a Korean palace.
379276,이것은 고객의 품질 요구 사항이에요.,These are the quality requirements that the customer asked for.,These are the quality requirements of our customers.
379277,학원은 학교의 보조 역할일 뿐이에요.,Academy takes only an anxiliary role of school.,The academy is only an assistant to the school.
379279,방법은 바다의 제물이 되는 것입니다.,The way is to be a sacrifice for the sea.,The way is to be a sacrifice for the sea.
379295,오늘은 정글의 법칙을 보는 날이에요.,Today is the day when I watch Law of Jungle.,Today is the day to watch the Law of the Jungle.
379356,꼬챙이에 닭의 살코기를 꿴 것입니다.,It is the thing that lean meat of chicken is skewered.,These are the skewers with lean meats of chicken.
379445,"왜냐하면, 나의 생일이 있기 때문이에요.",Because there is my birthday.,Because there is my birthday.
379466,단순히 당신의 마음이 변한 거예요.,You have simply just changed your mind.,You have simply changed your mind.
379472,무인도에 적응을 빠르게 할 거예요.,I'll adapt quickly to the desert island.,I'll adapt quickly to the desert island.
379482,"또한, 내 마음은 더욱더 편해질 것입니다.",Also my mind would be more comfortable.,"Also, my mind would be more comfortable."
379513,나 때문에 음식 만드느라 고생입니다.,You are having hard time making foods because of me.,I'm sorry to make you have a hard time making foods.
379530,외국인은 처음이라서 궁금할 뿐입니다.,I'm first to meet a foreigner so I just wonder.,I just wonder as it's the first time to meet a foreigner.
379541,"왜냐하면, 다음 날이 주말이기 때문이에요.",Because it is weekend tomorrow.,Because the following day is the weekend.
379544,"왜냐하면, 처음 타 보았기 때문입니다.",Because this is my first ride.,Because this is my first ride.
379547,왜냐하면 다음 미팅이 있어서예요.,It is because there is the next meeting.,It's because there is another meeting.
379550,매번 새 옷을 사는 것은 낭비예요.,Buying new clothes everytime is a waste.,It's a waste to buy new clothes every time.
379551,이제 새 책을 사서 공부할 것입니다.,Now I am going to buy a new book and study.,Now I am going to buy a new book and study.
379592,나는 영어책을 많이 읽을 예정이에요.,I'm going to read a lot of english books.,I'm going to read a lot of English books.
379647,믿을 수 없을 만큼 아름다운 곳이에요.,It is an Incredibly beautiful place.,It is an incredibly beautiful place.
379651,그가 주인공을 도와줬기 때문이에요.,Because he helped the hero.,Because he helped the main character.
379689,좋은 첫인상을 주는 것은 말투입니다.,It's how you speak that makes a good impression.,Your way of speaking can make a good impression.
379693,"셋째, 교복을 입는 것이 경제적이에요.","Third, wearing a school uniform is economic.","Third, wearing a school uniform is economic."
379702,그녀가 선물을 열려고 하는 중이에요.,She is about to open the present.,She is about to open the present.
379719,가볍게 대답을 하는 것은 실례예요.,Answering carelessy is rude.,It's not nice answering carelessly.
379723,이렇게 시간을 보내다 죽을 거예요.,I will die doing nothing.,I'll die by spending time like this.
379756,혈당과 혈압을 낮춰 주기 때문이에요.,It is because it lowers blood sugar and blood pressure.,It is because it lowers blood sugar and blood pressure.
379759,지상 낙원을 표현한 것일 겁니다.,It expresses the earthly paradise.,"It expressed the earthly paradise, I guess."
379786,탁구는 집중해야 하는 운동입니다.,A ping-pong is the game which you have to concentrate on.,A ping-pong is a game that you have to concentrate on.
379795,우리는 장점을 합쳐 교육할 거예요.,I'll mix the upsides to teach.,We'll educate through combining the strengths.
379796,여기는 태양을 보기에 좋은 곳이에요.,This is a good place to see the sun.,This is a good place to look at the sun.
379799,그녀는 당신을 따라가지 않을 거예요.,She will not follow you.,She will not follow you.
379800,그녀는 우편을 오후에 보낼 것입니다.,She will send the mail in the afternoon.,She will send the mail in the afternoon.
379812,의사는 교육을 많이 받은 사람입니다.,Doctors are well educated.,Doctors are well educated.
379815,회계는 경영을 숫자로 바꾼 것입니다.,Accounting is a business changed in number.,Accounting is interpreting business in number.
379857,우리는 그림을 배우는 학생들이에요.,We are students learning a picture.,We are students learning pictures.
379861,부모님의 말씀을 듣는 것이 효도예요.,Listening to your parents is good to your parents.,Listening to your parents is being good to your parents.
379926,그래서 사진을 보내 달라 했던 것이에요.,So I told you to send me a picture of it.,That's why I asked you to send me the picture.
379931,운전사가 돈을 많이 버는 모양이에요.,The driver seems to be making a lot of money.,The driver seems to be making a lot of money.
379955,한국에는 가을비가 내리는 아침입니다.,It's the morning with Autumn rain in Korea.,It's the morning with Autumn rains in Korea.
379968,새로운 병원을 개원하셨기 때문이에요.,Because he opens new hospital.,Because he opened a new hospital.
379972,명품은 사람을 돋보이게 할 뿐이에요.,Luxury goods only make people flattering.,Luxury goods only make people flattering.
379978,푸켓 섬은 태국을 대표하는 관광지예요.,Phuket is a representative tourist destination in Thailand.,Phuket is a representative tourist attraction in Thailand.
379992,똑같은 일상을 반복해서 살 거예요.,Going to live the same way.,I'll live the same routine over and over.
379993,이것은 충격을 받아서 깨진 것입니다.,This was broken by shock.,This was broken by an impact.
380006,이것은 한국을 대표하는 공예품이에요.,This is the most famous craft in Korea.,This is the representative craft of Korea.
380030,오늘은 게임을 하는 두 번째 날이에요.,Today is the second day since I started playing the game.,Today is the second day of playing the game.
380069,나와의 이혼을 원하지 않을 것입니다.,I think He/she doesn't want to get a divorce with me.,He wouldn't want to divorce me.
380127,이것이 발전을 이루게 하는 것이에요.,This led to the development of the will.,This is what makes development.
380129,와인이나 물을 따라 마시는 거예요.,This is for pouring and drinking wine or water.,This is for pouring wine or water into.
380168,당신한테 소식을 듣는 것은 기쁨입니다.,I'm happy whenever I hear a news about you.,I'm happy when I hear news from you.
380181,왜냐하면 말을 잘 못 하기 때문이에요.,Because i can't speak well.,Because I'm not good at speaking.
380202,개운한 느낌을 얻고 싶기 때문이에요.,I want to get a refreshing feeling.,I wanted to get a refreshed feeling.
380226,열심히 기술을 배우고 있을 거예요.,I will learn the skill hard.,They must be learning the skills hard.
380244,당신의 불면증은 나한테 큰 문제예요.,Your Insomnia is a big problem for me.,Your Insomnia is a big problem for me.
380249,그의 좌우명은 '현재를 즐겨라'예요.,His motto is that Carpe Diem.,His motto is Carpe Diem.
380255,우선 월요일은 항상 피곤한 날이에요.,"First, Mondays are always tiring","First, every Monday is tiring."
380258,다른 아이템은 내일 계속될 거예요.,Another items are keep going tomorrow.,Other items will be continued tomorrow.
380310,두고 온 것은 청춘의 한 시절입니다.,What I left back in the days is youth.,What I left behind is the time of my youth.
380318,나의 라이벌은 어제의 나 자신이에요.,My rival is yesterday's me.,My rival is myself of yesterday.
380319,나의 좌우명은 '시간을 지키자'예요.,My motto is keep time.,My motto is keeping the time.
380362,나의 여동생은 초등학교의 학생입니다.,My sister is an elementary student.,My younger sister is an elementary student.
380381,Jackal은 비위가 약한 편입니다.,Jackel can't stand it.,Jackel has a weak stomach.
380391,조만간 그들은 미팅을 가질 거예요.,They will have a conference soon.,They will have a conference soon.
380405, 그들은 보기 좋은 커플입니다.,And they are a good looking couple.,And they are a nice couple.
380413, 당신은 정말 나의 타입이에요.,And you are really my style.,"And you are my style, to be honest."
380414, 한국은 아직 보수적입니다.,And Korea is still conservative.,And Korea is still conservative.
380417, Ssine은 정말 좋은 사람이에요.,And Ssine is very nice person.,And Sine is a very nice person.
380418, 이것은 디자인한 것들이에요.,And these are the ones that are designed.,And these are the designed ones.
380433, 오늘은 외할아버지 생신이에요.,And today is my grandfather's birthday.,And today is my grandfather's birthday.
380439,중국과 한국은 둘 다 아시아권이에요.,Both China and Korea is in Asia.,Both China and Korea is in Asia.
380444,중국과 한국은 음식이 매운 편이에요.,China and Korea's food is mostly spicy.,The food of China and Korea tends to be spicy.
380495,하느님 말씀은 살아 있기 때문이에요.,God's saying is alive.,Because God's saying is alive.
380502,그런데 그들은 실제 부자지간이에요.,"However, they are actually father and son.","However, they are actual father and son."
380512,아마도 이것은 하기 어려울 것입니다.,"Probably, it is hard to do it.",It would be hard to do it.
380513,아마도 채색은 토요일에 할 것입니다.,Coloring is likely to be done on Saturday.,Coloring is likely to be done on Saturday.
380520,누락된 부품은 없는지 확인하고 있어요.,I'm checking whether there are omitted parts.,I'm checking if there is any omitted part.
380521,발송된 상품은 여전히 보류 중이에요.,The dispatched goods are being held.,The dispatched goods are still being held.
380551,앞으로 음식은 캡슐로 바뀔 것이에요.,Foods will change into capsules from now on.,Foods will change into capsules in the future.
380555,경쟁률이 높은 시험 중의 하나입니다.,This is one of the tests that are extremely competitive.,This is one of the extremely competitive tests.
380562,기다리면 좋은 사람이 생길 거예요.,If you wait you will get someone nice.,You will meet someone nice someday.
380570,하지만 오늘은 사장님이 부재중이에요.,"However, the president is not in the office today.",But the president is absence today.
380609,분비물의 색은 노란색과 초록색입니다.,The colors of the discharge are yellow and green.,The discharge has the colors of yellow and green.
380625,어제보다 나은 교사가 되는 것이에요.,To become a better teacher than yesterday,It's to become a better teacher than yesterday.
380629,살을 빼는 방법은 꾸준한 운동이에요.,The way to lose weight is constant exercise.,The way to lose weight is to exercise constantly.
380631,두 사람은 나와 함께할 거예요.,Those people will be with me.,Two people will be with me.
380667,커피숍 개업은 사람들의 로망이에요.,People dream to open up a coffee shop.,Opening a new coffee shop is what everyone dreams.
380672,내 아들들은 모두 대학생입니다.,My sons are all undergraduate students.,My sons are all undergraduate students.
380674,드디어 오늘은 시험을 치는 날입니다.,Finally today is the exam day.,At last today is the exam day.
380676,10억의 반은 부모님께 드릴 것입니다.,I will give parent a half of Billion,I will give my parents half of a Billion
380712,그녀의 수많은 사진들은 충격이에요.,Several pictures of her is shocking.,Many pictures of hers are shocking.
380731,그녀의 바람은 가수가 되는 것이에요.,Her wish is to become a singer.,Her wish is to become a singer.
380753,그녀의 직업은 컴퓨터 디자이너예요.,Her job is a computer designer.,Her job is a computer designer.
380790,이것의 연봉은 전체에 대한 것입니다.,This annual income is for the whole.,This annual income is for the whole.
380811,그녀의 습관은 발을 흔드는 것입니다.,Her habit is to shake her feet.,Her habit is to shake her feet.
380812,그들의 목적은 장비를 파는 것입니다.,Their goal is to sell equipment.,Their goal is to sell equipment.
380831,남극의 면적은 한반도의 60배예요.,The South Pole is sixty times bigger than the Korean Peninsula.,The South Pole is sixty times bigger than the Korean Peninsula.
380857,동화의 진행은 연극으로 할 것입니다.,The fairy tale will be proceeded through a play.,The fairy tale will be shown by a play.
380867,현재의 소망은 뱃살을 빼는 것이에요.,My ambition right now is to get rid of the fat on my stomach.,One thing that I wish now is to lose my belly fat.
380898,육체적 사랑은 신이 주신 선물이에요.,The physical love is the gift that God gave us.,The physical love is a gift that God gave us.
380927,세 번째 소원은 아직 생각 중이에요.,I'm still thinking about my third wish.,I'm still thinking about my third wish.
380948,내 친구들은 거의 다 한국인들입니다.,Most of my friends are Koreans.,Most of my friends are Koreans.
380956,뮤지컬 제목은 아가씨와 건달들이에요.,The title of that musical is 'Guys and Dolls'.,The title of that musical is Ladies and Gangsters.
380966,이 파일들은 의심스러운 파일들이에요.,These files are suspicious ones.,These files are the suspicious ones.
381029,늘 한결같은 마음으로 할 것입니다.,I'll always do with the same heart.,I'll keep my equable manner.
381048,"도착한 상품은 36m, 6m입니다.",The dimension of the delievered product is 36m and 6m.,The dimension of the delivered product is 36m and 6m.
381116,가구가 있었으면 더 좋았을 거예요.,It might be better to have more furniture.,It'd be better to have more furniture.
381117,언니가 공항으로 마중 나올 예정이에요.,My sister will come and pick me up from the airport.,My sister will pick me up from the airport.
381162,요즘은 학력으로 인정받는 시대예요.,"Nowadays, people give credit for academic ability.",It's the time you get recognized by educational background.
381177,당신을 닮으면 매우 예쁠 거예요.,She would be very pretty if she resembles you.,She'll be very pretty if she resembles you.
381178,교육을 목적으로 제작했기 때문이에요.,It is because it is made with the purpose of education.,Because It's made for education.
381187,미국이 영국으로부터 독립한 날이에요.,It's the day when the United States becomes independent from England.,It's the day when the United States became independent from the UK.
381192,개인적인 돈으로 진행되는 행사예요.,This event is held by private money.,This event is held by private money.
381297,초콜릿으로 유명한 곳은 벨기에예요.,Belgium is well-known for chocolate.,Belgium is well-known for chocolate.
381306,세 번째 이유는 그의 결심 때문이에요.,The third reason is his decision.,The third reason is his decision.
381327,분홍색인 이유는 플랑크톤 때문이에요.,The reason for its color is planktons in it.,It's pink because of planktons.
381374,나는 잔디 위에서 잠을 잘 거예요.,I am going to sleep on a grass.,I am going to sleep on grass.
381376,그것을 위해 열심히 공부할 거예요.,I am going to study hard for it.,I am going to study hard for it.
381390,그 단체가 위치한 도시는 뉴욕이에요.,New York is the city where that organization is located in.,New York is the city where that organization is located.
381395,올레 시장에 위치한 통닭 전문점이에요.,"It's a chicken specialty store, located in Olleh Market.","It's a chicken specialty store, located in Olleh Market."
381405,당신이 날 위해 노력했다는 거예요.,It is that you have tried for me.,It means that you have tried for me.
381411,나 자신을 위한 첫 번째 시간이에요.,It is the first time for myself.,It is the first time for myself.
381423,왜냐하면 추위를 잘 타기 때문이에요.,Because I am easily affected by the cold.,Because I easily feel the cold.
381426,초등학교 때 위로 받은 음식은 초콜릿이에요.,I ate chocolate for comfort when I was at elementry school.,I was consoled by chocolates when I was an elementary student.
381431,미용실에서 웨이브를 하였기 때문이에요.,Because I waved my hair at a salon.,Because I had my hair waved at a beauty shop.
381444,우선 몇 개월 동안 지켜볼 것입니다.,We will see first for months.,We will watch it for a few months.
381476,그들은 2월 말부터 연구할 예정이에요.,They are going to research from the end of February.,They are going to research from the end of February.
381483,오늘이 1월 중 가장 추운 날이에요.,Today is the coldest day in January.,Today is the coldest day this January.
381489,나는 강종원을 닮은 권순환이에요.,"I am Kwon Sunhuan, resembled with Kang Jongwon.",I am Kwon Sunhuan who resembled Kang Jongwon.
381518,이 시계의 원가는 600달러예요.,The original price of this watch is 600 dollars.,The original price of this watch is 600 dollars.
381528,그들은 동물원에 적응했기 때문이에요.,It's because they got adapted to the zoo.,It's because they got adapted to the zoo.
381534,저출산의 원인은 교육비 때문이에요.,The reason for low birth rate is the education fee.,The reason for the low birth rate is the education cost.
381554,좋은 일은 웃을 수 있다는 것입니다.,Good thing is that I can smile.,Good thing is that we can smile.
381566,이 세상을 움직이는 힘은 희망이에요.,The hope is the power which runs the world.,It's the hope that moves forward the world.
381581,이 곡은 겨울에 어울리는 노래입니다.,This song suits for the winter.,This song suits for the winter.
381583,더 많은 겨울 사진을 찍을 거예요.,I'm going to take some more winter pictures.,I'm going to take some more winter pictures.
381603,나는 다른 운전기사와 갈 거예요.,I will go with another driver.,I will go with another driver.
381621, 새로운 주문을 할 예정이에요.,And I will make a new order.,And I will make a new order.
381626,회사는 새로운 사업을 계획 중이에요.,The company is planning on a new business.,The company is planning a new business.
381656,발명은 새로운 것을 만드는 것입니다.,Invention is to make new things.,The Invention is to create something new.
381694,모든 것은 우리 노력의 결과물이에요.,All are the result of our efforts.,All is the result of our efforts.
381716,그 게임은 우리 집에 있는 게임이에요.,I have that game at my home.,I have that game in my home.
381722,여기까지가 우리가 준비한 내용이에요.,This is what we prepared.,This is what we prepared.
381798,마케팅은 매우 흥미롭고 매력적입니다.,Marketing is so interesting and charming.,Marketing is so interesting and fascinating.
381803,왜냐하면 매우 계획적이기 때문이에요.,It is because it is very well planned.,Because it is very well planned.
381860,나는 아마 요가를 계속할 거예요.,I will probably continue to doing yoga.,I will probably continue doing yoga.
